what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726314606
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476726315268
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726318268
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476726318308
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726320233
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476726320685
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.8]', --device=1, --instance=1, --sidp=0x0, --id=0x0, --timestamp=1476715810, /home/dhola/Mastrer_Thesis/MULTICORE/software/NIOS_SOBEL/NIOS_SOBEL.elf] return code: 4, 'other error'",1476726321618
error,log,,,"Downloading ELF Process failed",1476726321621
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726321764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726321802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726322446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726338278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726340674
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726342860
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726343747
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1476726348007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726369621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726391629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726395664
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1476726483079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476726483090
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1476726485572
